timestamp,event,user_id,status,reason,occupancy,hour,day,parking_duration,price,payment_method
2026-03-15 22:20:18.348450,entry,user_1580,success,success,0.94,22,Sunday,95.0,7.92,credit_card
2026-03-15 22:39:18.348450,entry,user_920,denied,booking_expired,0.92,22,Sunday,,,
2026-03-15 22:25:18.348450,entry,user_772,success,success,0.94,22,Sunday,150.0,12.5,credit_card
2026-03-15 22:42:18.348450,entry,user_135,denied,booking_expired,0.94,22,Sunday,,,
2026-03-15 22:28:18.348450,entry,user_968,success,success,0.96,22,Sunday,77.0,6.42,credit_card
2026-03-15 22:32:18.348450,entry,user_476,success,success,0.98,22,Sunday,169.0,14.08,apple_pay
2026-03-15 22:34:18.348450,entry,user_1744,success,success,1.0,22,Sunday,131.0,10.92,credit_card
2026-03-15 22:36:18.348450,booking,user_413,failed,parking_full,1.0,22,Sunday,,,
2026-03-15 22:37:18.348450,booking,user_1771,failed,parking_full,1.0,22,Sunday,,,
2026-03-15 22:38:18.348450,booking,user_1735,failed,parking_full,1.0,22,Sunday,,,
2026-03-15 22:40:18.348450,entry,user_1527,success,success,1.0,22,Sunday,89.0,7.42,credit_card
2026-03-15 22:42:18.348450,entry,user_1184,success,success,1.0,22,Sunday,158.0,13.17,apple_pay
2026-03-15 22:44:18.348450,booking,user_1223,failed,parking_full,1.0,22,Sunday,,,
2026-03-15 22:46:18.348450,entry,user_919,success,success,1.0,22,Sunday,107.0,8.92,apple_pay
2026-03-15 22:47:18.348450,booking,user_90,failed,parking_full,1.0,22,Sunday,,,
2026-03-15 22:49:18.348450,booking,user_1439,failed,parking_full,1.0,22,Sunday,,,
2026-03-15 22:50:18.348450,booking,user_276,failed,parking_full,1.0,22,Sunday,,,
2026-03-15 22:51:18.348450,entry,user_1966,success,success,0.98,22,Sunday,46.0,3.83,apple_pay
2026-03-15 23:07:18.348450,entry,user_859,denied,booking_expired,0.94,22,Sunday,,,
2026-03-15 22:53:18.348450,entry,user_1637,success,success,0.96,22,Sunday,133.0,11.08,google_pay
2026-03-15 22:55:18.348450,entry,user_1472,success,success,0.94,22,Sunday,211.0,17.58,apple_pay
2026-03-15 22:57:18.348450,entry,user_1849,success,success,0.96,22,Sunday,187.0,15.58,google_pay
2026-03-15 22:59:18.348450,entry,user_1342,success,success,0.98,22,Sunday,186.0,15.5,credit_card
2026-03-15 23:00:18.348450,entry,user_797,success,success,1.0,23,Sunday,152.0,12.67,credit_card
2026-03-15 23:03:18.348450,booking,user_1866,failed,parking_full,1.0,23,Sunday,,,
2026-03-15 23:07:18.348450,entry,user_499,success,success,1.0,23,Sunday,158.0,13.17,google_pay
2026-03-15 23:37:18.348450,entry,user_1376,denied,booking_expired,0.92,23,Sunday,,,
2026-03-15 23:40:18.348450,entry,user_20,denied,booking_expired,0.9,23,Sunday,,,
2026-03-15 23:26:18.348450,entry,user_1281,success,success,0.9,23,Sunday,102.0,8.5,apple_pay
2026-03-15 23:28:18.348450,entry,user_785,success,success,0.92,23,Sunday,134.0,11.17,google_pay
2026-03-15 23:44:18.348450,entry,user_1947,denied,booking_expired,0.92,23,Sunday,,,
2026-03-15 23:38:18.348450,entry,user_552,success,success,0.84,23,Sunday,135.0,11.25,apple_pay
2026-03-15 23:57:18.348450,entry,user_1712,denied,booking_expired,0.8,23,Sunday,,,
2026-03-15 23:50:18.348450,entry,user_1312,success,success,0.78,23,Sunday,213.0,17.75,apple_pay
2026-03-15 23:51:18.348450,entry,user_290,success,success,0.8,23,Sunday,135.0,11.25,google_pay
2026-03-15 23:58:18.348450,entry,user_1418,success,success,0.8,23,Sunday,183.0,15.25,apple_pay
2026-03-16 00:01:18.348450,entry,user_1576,success,success,0.82,0,Monday,31.0,2.58,apple_pay
2026-03-16 00:21:18.348450,entry,user_180,denied,booking_expired,0.8,0,Monday,,,
2026-03-16 00:08:18.348450,entry,user_259,success,success,0.82,0,Monday,134.0,11.17,google_pay
2026-03-16 00:09:18.348450,entry,user_1121,success,success,0.82,0,Monday,23.0,1.92,apple_pay
2026-03-16 00:12:18.348450,entry,user_1298,success,success,0.84,0,Monday,181.0,15.08,apple_pay
2026-03-16 00:13:18.348450,entry,user_1844,success,success,0.86,0,Monday,135.0,11.25,google_pay
2026-03-16 00:15:18.348450,entry,user_1584,success,success,0.88,0,Monday,71.0,5.92,apple_pay
2026-03-16 00:18:18.348450,entry,user_656,success,success,0.9,0,Monday,195.0,16.25,google_pay
2026-03-16 00:20:18.348450,entry,user_1612,success,success,0.9,0,Monday,108.0,9.0,apple_pay
2026-03-16 00:26:18.348450,entry,user_1634,success,success,0.84,0,Monday,69.0,5.75,google_pay
2026-03-16 00:31:18.348450,entry,user_812,success,success,0.8,0,Monday,119.0,9.92,apple_pay
2026-03-16 00:35:18.348450,entry,user_1111,success,success,0.76,0,Monday,41.0,3.42,apple_pay
2026-03-16 00:41:18.348450,entry,user_473,success,success,0.78,0,Monday,49.0,4.08,apple_pay
2026-03-16 00:42:18.348450,entry,user_1052,success,success,0.8,0,Monday,202.0,16.83,google_pay
2026-03-16 00:50:18.348450,entry,user_1459,success,success,0.8,0,Monday,117.0,9.75,google_pay
2026-03-16 01:09:18.348450,entry,user_428,denied,booking_expired,0.78,0,Monday,,,
2026-03-16 00:56:18.348450,entry,user_249,success,success,0.78,0,Monday,138.0,11.5,credit_card
2026-03-16 00:57:18.348450,entry,user_1047,success,success,0.8,0,Monday,119.0,9.92,google_pay
2026-03-16 01:16:18.348450,entry,user_529,denied,booking_expired,0.76,1,Monday,,,
2026-03-16 01:07:18.348450,entry,user_131,success,success,0.74,1,Monday,77.0,6.42,credit_card
2026-03-16 01:09:18.348450,entry,user_1111,success,success,0.72,1,Monday,235.0,19.58,google_pay
2026-03-16 01:12:18.348450,entry,user_164,success,success,0.74,1,Monday,87.0,7.25,credit_card
2026-03-16 01:28:18.348450,entry,user_473,denied,booking_expired,0.72,1,Monday,,,
2026-03-16 01:15:18.348450,entry,user_257,success,success,0.72,1,Monday,183.0,15.25,credit_card
2026-03-16 01:19:18.348450,entry,user_194,success,success,0.68,1,Monday,147.0,12.25,credit_card
2026-03-16 01:20:18.348450,entry,user_1860,success,success,0.68,1,Monday,201.0,16.75,credit_card
2026-03-16 01:36:18.348450,entry,user_1040,denied,booking_expired,0.66,1,Monday,,,
2026-03-16 01:26:18.348450,entry,user_610,success,success,0.62,1,Monday,115.0,9.58,google_pay
2026-03-16 01:32:18.348450,entry,user_613,success,success,0.58,1,Monday,161.0,13.42,credit_card
2026-03-16 01:33:18.348450,entry,user_1909,success,success,0.6,1,Monday,183.0,15.25,apple_pay
2026-03-16 01:49:18.348450,entry,user_887,denied,booking_expired,0.6,1,Monday,,,
2026-03-16 01:37:18.348450,entry,user_407,success,success,0.6,1,Monday,34.0,2.83,apple_pay
2026-03-16 01:57:18.348450,entry,user_362,denied,booking_expired,0.58,1,Monday,,,
2026-03-16 01:45:18.348450,entry,user_1399,success,success,0.58,1,Monday,132.0,11.0,apple_pay
2026-03-16 01:48:18.348450,entry,user_208,success,success,0.58,1,Monday,28.0,2.33,google_pay
2026-03-16 01:53:18.348450,entry,user_183,success,success,0.58,1,Monday,102.0,8.5,apple_pay
2026-03-16 02:10:18.348450,entry,user_24,denied,booking_expired,0.58,1,Monday,,,
2026-03-16 01:56:18.348450,entry,user_600,success,success,0.6,1,Monday,233.0,19.42,apple_pay
2026-03-16 01:59:18.348450,entry,user_1681,success,success,0.62,1,Monday,151.0,12.58,google_pay
2026-03-16 02:05:18.348450,entry,user_528,success,success,0.6,2,Monday,104.0,8.67,credit_card
2026-03-16 02:13:18.348450,entry,user_1780,success,success,0.56,2,Monday,168.0,14.0,apple_pay
2026-03-16 02:32:18.348450,entry,user_1095,denied,booking_expired,0.54,2,Monday,,,
2026-03-16 02:41:18.348450,entry,user_1194,denied,booking_expired,0.48,2,Monday,,,
2026-03-16 02:43:18.348450,entry,user_1428,denied,booking_expired,0.46,2,Monday,,,
2026-03-16 02:31:18.348450,entry,user_779,success,success,0.46,2,Monday,97.0,8.08,credit_card
2026-03-16 02:48:18.348450,entry,user_1328,denied,booking_expired,0.46,2,Monday,,,
2026-03-16 02:50:18.348450,entry,user_984,denied,booking_expired,0.46,2,Monday,,,
2026-03-16 02:58:18.348450,entry,user_1897,denied,booking_expired,0.44,2,Monday,,,
2026-03-16 02:44:18.348450,entry,user_195,success,success,0.46,2,Monday,64.0,5.33,google_pay
2026-03-16 02:48:18.348450,entry,user_137,success,success,0.46,2,Monday,171.0,14.25,apple_pay
2026-03-16 02:49:18.348450,entry,user_999,success,success,0.48,2,Monday,86.0,7.17,apple_pay
2026-03-16 02:51:18.348450,entry,user_706,success,success,0.5,2,Monday,70.0,5.83,apple_pay
2026-03-16 02:53:18.348450,entry,user_591,success,success,0.52,2,Monday,209.0,17.42,google_pay
2026-03-16 02:56:18.348450,entry,user_1718,success,success,0.52,2,Monday,219.0,18.25,google_pay
2026-03-16 02:57:18.348450,entry,user_160,success,success,0.54,2,Monday,168.0,14.0,apple_pay
2026-03-16 02:58:18.348450,entry,user_549,success,success,0.56,2,Monday,200.0,16.67,apple_pay
2026-03-16 02:59:18.348450,entry,user_238,success,success,0.58,2,Monday,239.0,19.92,apple_pay
2026-03-16 03:04:18.348450,entry,user_16,success,success,0.58,3,Monday,152.0,12.67,credit_card
2026-03-16 03:15:18.348450,entry,user_1138,success,success,0.56,3,Monday,78.0,6.5,apple_pay
2026-03-16 03:22:18.348450,entry,user_1757,success,success,0.56,3,Monday,82.0,6.83,credit_card
2026-03-16 03:26:18.348450,entry,user_1766,success,success,0.56,3,Monday,66.0,5.5,google_pay
2026-03-16 03:28:18.348450,entry,user_665,success,success,0.58,3,Monday,199.0,16.58,credit_card
2026-03-16 03:32:18.348450,entry,user_1372,success,success,0.6,3,Monday,225.0,18.75,credit_card
2026-03-16 03:54:18.348450,entry,user_1038,denied,booking_expired,0.56,3,Monday,,,
2026-03-16 03:43:18.348450,entry,user_274,success,success,0.58,3,Monday,239.0,19.92,google_pay
2026-03-16 04:00:18.348450,entry,user_551,denied,booking_expired,0.58,3,Monday,,,
2026-03-16 03:55:18.348450,entry,user_443,success,success,0.54,3,Monday,185.0,15.42,apple_pay
2026-03-16 03:56:18.348450,entry,user_612,success,success,0.56,3,Monday,114.0,9.5,credit_card
2026-03-16 03:58:18.348450,entry,user_159,success,success,0.56,3,Monday,100.0,8.33,google_pay
2026-03-16 04:05:18.348450,entry,user_869,success,success,0.54,4,Monday,152.0,12.67,apple_pay
2026-03-16 04:12:18.348450,entry,user_494,success,success,0.54,4,Monday,133.0,11.08,credit_card
2026-03-16 04:14:18.348450,entry,user_1675,success,success,0.54,4,Monday,21.0,1.75,google_pay
2026-03-16 04:31:18.348450,entry,user_793,denied,booking_expired,0.52,4,Monday,,,
2026-03-16 04:17:18.348450,entry,user_1376,success,success,0.54,4,Monday,162.0,13.5,apple_pay
2026-03-16 04:20:18.348450,entry,user_44,success,success,0.54,4,Monday,178.0,14.83,credit_card
2026-03-16 04:31:18.348450,entry,user_1483,success,success,0.54,4,Monday,62.0,5.17,credit_card
2026-03-16 04:33:18.348450,entry,user_857,success,success,0.52,4,Monday,121.0,10.08,apple_pay
2026-03-16 04:34:18.348450,entry,user_1429,success,success,0.54,4,Monday,142.0,11.83,google_pay
2026-03-16 04:36:18.348450,entry,user_1153,success,success,0.52,4,Monday,50.0,4.17,google_pay
2026-03-16 04:53:18.348450,entry,user_719,denied,booking_expired,0.52,4,Monday,,,
2026-03-16 04:55:18.348450,entry,user_1496,denied,booking_expired,0.52,4,Monday,,,
2026-03-16 04:58:18.348450,entry,user_1270,denied,booking_expired,0.5,4,Monday,,,
2026-03-16 05:04:18.348450,entry,user_1861,denied,booking_expired,0.48,4,Monday,,,
2026-03-16 05:03:18.348450,entry,user_1068,success,success,0.48,5,Monday,36.0,3.0,credit_card
2026-03-16 05:09:18.348450,entry,user_791,success,success,0.48,5,Monday,78.0,6.5,apple_pay
2026-03-16 05:17:18.348450,entry,user_304,success,success,0.5,5,Monday,213.0,17.75,apple_pay
2026-03-16 05:27:18.348450,entry,user_744,success,success,0.5,5,Monday,159.0,13.25,apple_pay
2026-03-16 05:28:18.348450,entry,user_1483,success,success,0.52,5,Monday,71.0,5.92,google_pay
2026-03-16 05:32:18.348450,entry,user_1126,success,success,0.54,5,Monday,66.0,5.5,credit_card
2026-03-16 05:38:18.348450,entry,user_760,success,success,0.5,5,Monday,51.0,4.25,apple_pay
2026-03-16 05:45:18.348450,entry,user_1250,success,success,0.46,5,Monday,189.0,15.75,google_pay
2026-03-16 05:51:18.348450,entry,user_993,success,success,0.44,5,Monday,237.0,19.75,apple_pay
2026-03-16 05:52:18.348450,entry,user_489,success,success,0.46,5,Monday,151.0,12.58,google_pay
2026-03-16 06:09:18.348450,entry,user_813,denied,booking_expired,0.46,5,Monday,,,
2026-03-16 05:56:18.348450,entry,user_251,success,success,0.48,5,Monday,205.0,17.08,credit_card
2026-03-16 05:58:18.348450,entry,user_582,success,success,0.5,5,Monday,203.0,16.92,apple_pay
2026-03-16 05:59:18.348450,entry,user_1366,success,success,0.52,5,Monday,206.0,17.17,google_pay
2026-03-16 06:16:18.348450,entry,user_1940,denied,booking_expired,0.52,6,Monday,,,
2026-03-16 06:06:18.348450,entry,user_1733,success,success,0.54,6,Monday,112.0,9.33,apple_pay
2026-03-16 06:07:18.348450,entry,user_1523,success,success,0.56,6,Monday,138.0,11.5,apple_pay
2026-03-16 06:09:18.348450,entry,user_1563,success,success,0.58,6,Monday,67.0,5.58,google_pay
2026-03-16 06:10:18.348450,entry,user_1755,success,success,0.6,6,Monday,126.0,10.5,apple_pay
2026-03-16 06:13:18.348450,entry,user_1203,success,success,0.62,6,Monday,237.0,19.75,apple_pay
2026-03-16 06:16:18.348450,entry,user_1752,success,success,0.64,6,Monday,166.0,13.83,apple_pay
2026-03-16 06:21:18.348450,entry,user_1479,success,success,0.64,6,Monday,118.0,9.83,apple_pay
2026-03-16 06:23:18.348450,entry,user_543,success,success,0.64,6,Monday,90.0,7.5,credit_card
2026-03-16 06:41:18.348450,entry,user_1360,denied,booking_expired,0.62,6,Monday,,,
2026-03-16 06:28:18.348450,entry,user_1977,success,success,0.62,6,Monday,195.0,16.25,apple_pay
2026-03-16 06:30:18.348450,entry,user_434,success,success,0.62,6,Monday,204.0,17.0,apple_pay
2026-03-16 06:34:18.348450,entry,user_1721,success,success,0.62,6,Monday,47.0,3.92,credit_card
2026-03-16 06:37:18.348450,entry,user_1551,success,success,0.6,6,Monday,66.0,5.5,credit_card
2026-03-16 06:56:18.348450,entry,user_1101,denied,booking_expired,0.56,6,Monday,,,
2026-03-16 06:49:18.348450,entry,user_123,success,success,0.56,6,Monday,142.0,11.83,credit_card
2026-03-16 07:11:18.348450,entry,user_1405,denied,booking_expired,0.54,6,Monday,,,
2026-03-16 06:58:18.348450,entry,user_839,success,success,0.54,6,Monday,53.0,4.42,credit_card
2026-03-16 07:00:18.348450,entry,user_1416,success,success,0.52,7,Monday,42.0,3.5,credit_card
2026-03-16 07:16:18.348450,entry,user_363,denied,booking_expired,0.52,7,Monday,,,
2026-03-16 07:04:18.348450,entry,user_1527,success,success,0.54,7,Monday,154.0,12.83,credit_card
2026-03-16 07:16:18.348450,entry,user_395,success,success,0.54,7,Monday,54.0,4.5,apple_pay
2026-03-16 07:17:18.348450,entry,user_1565,success,success,0.54,7,Monday,224.0,18.67,apple_pay
2026-03-16 07:26:18.348450,entry,user_68,success,success,0.52,7,Monday,48.0,4.0,apple_pay
2026-03-16 07:34:18.348450,entry,user_1417,success,success,0.54,7,Monday,141.0,11.75,apple_pay
2026-03-16 07:35:18.348450,entry,user_1925,success,success,0.56,7,Monday,221.0,18.42,apple_pay
2026-03-16 07:36:18.348450,entry,user_528,success,success,0.58,7,Monday,49.0,4.08,apple_pay
2026-03-16 07:38:18.348450,entry,user_812,success,success,0.6,7,Monday,101.0,8.42,apple_pay
2026-03-16 08:04:18.348450,entry,user_1139,denied,booking_expired,0.54,7,Monday,,,
2026-03-16 07:51:18.348450,entry,user_1897,success,success,0.54,7,Monday,149.0,12.42,credit_card
2026-03-16 07:53:18.348450,entry,user_1949,success,success,0.54,7,Monday,211.0,17.58,credit_card
2026-03-16 07:57:18.348450,entry,user_1398,success,success,0.56,7,Monday,230.0,19.17,credit_card
2026-03-16 07:58:18.348450,entry,user_1750,success,success,0.56,7,Monday,117.0,9.75,apple_pay
2026-03-16 07:59:18.348450,entry,user_247,success,success,0.58,7,Monday,58.0,4.83,apple_pay
2026-03-16 08:02:18.348450,entry,user_86,success,success,0.6,8,Monday,32.0,2.67,apple_pay
2026-03-16 08:06:18.348450,entry,user_796,success,success,0.6,8,Monday,91.0,7.58,credit_card
2026-03-16 08:08:18.348450,entry,user_1328,success,success,0.62,8,Monday,100.0,8.33,google_pay
2026-03-16 08:09:18.348450,entry,user_401,success,success,0.64,8,Monday,114.0,9.5,google_pay
2026-03-16 08:10:18.348450,entry,user_202,success,success,0.64,8,Monday,219.0,18.25,apple_pay
2026-03-16 08:13:18.348450,entry,user_645,success,success,0.66,8,Monday,75.0,6.25,credit_card
2026-03-16 08:14:18.348450,entry,user_638,success,success,0.66,8,Monday,99.0,8.25,google_pay
2026-03-16 08:15:18.348450,entry,user_225,success,success,0.68,8,Monday,178.0,14.83,credit_card
2026-03-16 08:17:18.348450,entry,user_1337,success,success,0.68,8,Monday,146.0,12.17,credit_card
2026-03-16 08:37:18.348450,entry,user_1999,denied,booking_expired,0.66,8,Monday,,,
2026-03-16 08:23:18.348450,entry,user_4,success,success,0.66,8,Monday,115.0,9.58,credit_card
2026-03-16 08:39:18.348450,entry,user_198,denied,booking_expired,0.66,8,Monday,,,
2026-03-16 08:28:18.348450,entry,user_1520,success,success,0.64,8,Monday,160.0,13.33,apple_pay
2026-03-16 08:30:18.348450,entry,user_1619,success,success,0.66,8,Monday,92.0,7.67,credit_card
2026-03-16 08:35:18.348450,entry,user_329,success,success,0.66,8,Monday,76.0,6.33,apple_pay
2026-03-16 08:36:18.348450,entry,user_1713,success,success,0.68,8,Monday,237.0,19.75,credit_card
2026-03-16 08:38:18.348450,entry,user_204,success,success,0.7,8,Monday,45.0,3.75,credit_card
2026-03-16 08:39:18.348450,entry,user_1336,success,success,0.72,8,Monday,137.0,11.42,google_pay
2026-03-16 08:42:18.348450,entry,user_1187,success,success,0.74,8,Monday,110.0,9.17,apple_pay
2026-03-16 08:43:18.348450,entry,user_953,success,success,0.76,8,Monday,111.0,9.25,credit_card
2026-03-16 08:49:18.348450,entry,user_1411,success,success,0.78,8,Monday,133.0,11.08,google_pay
2026-03-16 08:50:18.348450,entry,user_1852,success,success,0.78,8,Monday,144.0,12.0,apple_pay
2026-03-16 08:51:18.348450,entry,user_1955,success,success,0.8,8,Monday,29.0,2.42,apple_pay
2026-03-16 08:53:18.348450,entry,user_311,success,success,0.82,8,Monday,69.0,5.75,google_pay
2026-03-16 09:09:18.348450,entry,user_915,denied,booking_expired,0.8,8,Monday,,,
2026-03-16 08:56:18.348450,entry,user_1083,success,success,0.82,8,Monday,91.0,7.58,credit_card
2026-03-16 08:58:18.348450,entry,user_1889,success,success,0.82,8,Monday,220.0,18.33,google_pay
2026-03-16 08:59:18.348450,entry,user_533,success,success,0.84,8,Monday,200.0,16.67,credit_card
2026-03-16 09:00:18.348450,entry,user_109,success,success,0.86,9,Monday,119.0,9.92,credit_card
2026-03-16 09:02:18.348450,entry,user_268,success,success,0.86,9,Monday,54.0,4.5,apple_pay
2026-03-16 09:19:18.348450,entry,user_307,denied,booking_expired,0.86,9,Monday,,,
2026-03-16 09:06:18.348450,entry,user_1236,success,success,0.88,9,Monday,206.0,17.17,google_pay
2026-03-16 09:08:18.348450,entry,user_1980,success,success,0.9,9,Monday,38.0,3.17,google_pay
2026-03-16 09:24:18.348450,entry,user_42,denied,booking_expired,0.9,9,Monday,,,
2026-03-16 09:11:18.348450,entry,user_1962,success,success,0.9,9,Monday,38.0,3.17,credit_card
2026-03-16 09:12:18.348450,entry,user_1066,success,success,0.92,9,Monday,71.0,5.92,google_pay
2026-03-16 09:29:18.348450,entry,user_169,denied,booking_expired,0.92,9,Monday,,,
2026-03-16 09:17:18.348450,entry,user_1309,success,success,0.94,9,Monday,60.0,5.0,credit_card
2026-03-16 09:18:18.348450,entry,user_407,success,success,0.96,9,Monday,111.0,9.25,google_pay
2026-03-16 09:19:18.348450,entry,user_64,success,success,0.96,9,Monday,204.0,17.0,google_pay
2026-03-16 09:21:18.348450,entry,user_403,success,success,0.92,9,Monday,160.0,13.33,credit_card
